cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2022,House,9/23/22,NY-2,Jackie Gordon,Andrew R. Garbarino,1,Polls adjusted for house effects & other factors,-3.897945,.7616174,.7616174,.7616174,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-21,Matt Castelli,Elise M. Stefanik,4,Expert ratings adjusted for national environment,-24.77024,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-21,Matt Castelli,Elise M. Stefanik,3,Fundamentals (non-polling factors),-24.75868,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-21,Matt Castelli,Elise M. Stefanik,2,CANTOR (analysis of comparable disticts),-17.62794,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-21,Matt Castelli,Elise M. Stefanik,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-20,Paul D. Tonko,Elizabeth L. Joy,4,Expert ratings adjusted for national environment,22.9458,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-20,Paul D. Tonko,Elizabeth L. Joy,3,Fundamentals (non-polling factors),19.86099,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-20,Paul D. Tonko,Elizabeth L. Joy,2,CANTOR (analysis of comparable disticts),21.695,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-20,Paul D. Tonko,Elizabeth L. Joy,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-19,Josh Riley,Marcus Molinaro,4,Expert ratings adjusted for national environment,1.670815,0,0,1.541205,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-19,Josh Riley,Marcus Molinaro,3,Fundamentals (non-polling factors),-6.400931,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-19,Josh Riley,Marcus Molinaro,2,CANTOR (analysis of comparable disticts),.9875206,.3489541,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-19,Josh Riley,Marcus Molinaro,1,Polls adjusted for house effects & other factors,1.552353,1.651046,1.651046,1.651046,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-18,Pat Ryan,Colin J. Schmitt,4,Expert ratings adjusted for national environment,6.928474,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-18,Pat Ryan,Colin J. Schmitt,3,Fundamentals (non-polling factors),-.5327046,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-18,Pat Ryan,Colin J. Schmitt,2,CANTOR (analysis of comparable disticts),12.40338,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-18,Pat Ryan,Colin J. Schmitt,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-17,Sean Patrick Maloney,Michael V. Lawler,4,Expert ratings adjusted for national environment,14.5599,0,0,1.003148,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-17,Sean Patrick Maloney,Michael V. Lawler,3,Fundamentals (non-polling factors),9.617281,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-17,Sean Patrick Maloney,Michael V. Lawler,2,CANTOR (analysis of comparable disticts),8.541388,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-17,Sean Patrick Maloney,Michael V. Lawler,1,Polls adjusted for house effects & other factors,.1347122,.5722531,.5722531,.5722531,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-16,Jamaal Bowman,Miriam L. Flisser,4,Expert ratings adjusted for national environment,45.19909,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-16,Jamaal Bowman,Miriam L. Flisser,3,Fundamentals (non-polling factors),45.45042,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-16,Jamaal Bowman,Miriam L. Flisser,2,CANTOR (analysis of comparable disticts),41.11166,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-16,Jamaal Bowman,Miriam L. Flisser,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-15,Ritchie J. Torres,Stylo A. Sapaskis,4,Expert ratings adjusted for national environment,71.75231,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-15,Ritchie J. Torres,Stylo A. Sapaskis,3,Fundamentals (non-polling factors),72.74412,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-15,Ritchie J. Torres,Stylo A. Sapaskis,2,CANTOR (analysis of comparable disticts),61.54251,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-15,Ritchie J. Torres,Stylo A. Sapaskis,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-14,Alexandria Ocasio-Cortez,Tina Forte,4,Expert ratings adjusted for national environment,52.94088,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-14,Alexandria Ocasio-Cortez,Tina Forte,3,Fundamentals (non-polling factors),52.72027,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-14,Alexandria Ocasio-Cortez,Tina Forte,2,CANTOR (analysis of comparable disticts),52.80043,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-14,Alexandria Ocasio-Cortez,Tina Forte,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-13,Adriano Espaillat,(unopposed),4,Expert ratings adjusted for national environment,18.33059,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-13,Adriano Espaillat,(unopposed),3,Fundamentals (non-polling factors),100,1.439034,1.439034,1.439034,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-13,Adriano Espaillat,(unopposed),2,CANTOR (analysis of comparable disticts),,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-13,Adriano Espaillat,(unopposed),1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-12,Jerrold L. Nadler,Michael Zumbluskas,4,Expert ratings adjusted for national environment,56.30746,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-12,Jerrold L. Nadler,Michael Zumbluskas,3,Fundamentals (non-polling factors),55.66852,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-12,Jerrold L. Nadler,Michael Zumbluskas,2,CANTOR (analysis of comparable disticts),59.64465,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-12,Jerrold L. Nadler,Michael Zumbluskas,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-1,Bridget Fleming,Nicholas J. LaLota,4,Expert ratings adjusted for national environment,-9.92529,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-1,Bridget Fleming,Nicholas J. LaLota,3,Fundamentals (non-polling factors),1.216865,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-1,Bridget Fleming,Nicholas J. LaLota,2,CANTOR (analysis of comparable disticts),-3.943075,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-1,Bridget Fleming,Nicholas J. LaLota,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-11,Max N. Rose,Nicole Malliotakis,4,Expert ratings adjusted for national environment,-15.9778,0,0,1.056011,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-11,Max N. Rose,Nicole Malliotakis,3,Fundamentals (non-polling factors),-6.306887,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-11,Max N. Rose,Nicole Malliotakis,2,CANTOR (analysis of comparable disticts),-9.978789,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-11,Max N. Rose,Nicole Malliotakis,1,Polls adjusted for house effects & other factors,-9.151848,.6782422,.6782422,.6782422,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-10,Daniel Goldman,Benine Hamdan,4,Expert ratings adjusted for national environment,52.45003,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-10,Daniel Goldman,Benine Hamdan,3,Fundamentals (non-polling factors),51.32367,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-10,Daniel Goldman,Benine Hamdan,2,CANTOR (analysis of comparable disticts),59.83421,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NY-10,Daniel Goldman,Benine Hamdan,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-4,Steven A. Horsford,Sam Peters,4,Expert ratings adjusted for national environment,10.14342,0,0,1.351219,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-4,Steven A. Horsford,Sam Peters,3,Fundamentals (non-polling factors),6.432331,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-4,Steven A. Horsford,Sam Peters,2,CANTOR (analysis of comparable disticts),7.038527,.7298715,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-4,Steven A. Horsford,Sam Peters,1,Polls adjusted for house effects & other factors,1.718506,1.270128,1.270128,1.270128,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-3,Susie Lee,April Becker,4,Expert ratings adjusted for national environment,1.670815,0,0,1.551144,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-3,Susie Lee,April Becker,3,Fundamentals (non-polling factors),7.733142,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-3,Susie Lee,April Becker,2,CANTOR (analysis of comparable disticts),5.301823,.3290278,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-3,Susie Lee,April Becker,1,Polls adjusted for house effects & other factors,.8362808,1.670972,1.670972,1.670972,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-2,Elizabeth Mercedes Krause,Mark E. Amodei,4,Expert ratings adjusted for national environment,-22.07438,0,0,1.102894,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-2,Elizabeth Mercedes Krause,Mark E. Amodei,3,Fundamentals (non-polling factors),-22.64882,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-2,Elizabeth Mercedes Krause,Mark E. Amodei,2,CANTOR (analysis of comparable disticts),-12.18115,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-2,Elizabeth Mercedes Krause,Mark E. Amodei,1,Polls adjusted for house effects & other factors,-11.09378,.7722412,.7722412,.7722412,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-1,Dina Titus,Mark Robertson,4,Expert ratings adjusted for national environment,9.477583,0,0,1.102894,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-1,Dina Titus,Mark Robertson,3,Fundamentals (non-polling factors),5.358033,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-1,Dina Titus,Mark Robertson,2,CANTOR (analysis of comparable disticts),6.27021,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NV-1,Dina Titus,Mark Robertson,1,Polls adjusted for house effects & other factors,3.75362,.7722412,.7722412,.7722412,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NM-3,Teresa Leger Fernandez,Alexis Martinez Johnson,4,Expert ratings adjusted for national environment,19.62668,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NM-3,Teresa Leger Fernandez,Alexis Martinez Johnson,3,Fundamentals (non-polling factors),13.99508,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NM-3,Teresa Leger Fernandez,Alexis Martinez Johnson,2,CANTOR (analysis of comparable disticts),14.27551,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NM-3,Teresa Leger Fernandez,Alexis Martinez Johnson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NM-2,Gabriel Vasquez,Yvette Herrell,4,Expert ratings adjusted for national environment,-5.828035,0,0,1.06107,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NM-2,Gabriel Vasquez,Yvette Herrell,3,Fundamentals (non-polling factors),5.564773,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NM-2,Gabriel Vasquez,Yvette Herrell,2,CANTOR (analysis of comparable disticts),-3.410449,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NM-2,Gabriel Vasquez,Yvette Herrell,1,Polls adjusted for house effects & other factors,-1.367886,.6883862,.6883862,.6883862,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NM-1,Melanie Ann Stansbury,Michelle Garcia Holmes,4,Expert ratings adjusted for national environment,22.76728,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NM-1,Melanie Ann Stansbury,Michelle Garcia Holmes,3,Fundamentals (non-polling factors),15.34113,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NM-1,Melanie Ann Stansbury,Michelle Garcia Holmes,2,CANTOR (analysis of comparable disticts),17.62612,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NM-1,Melanie Ann Stansbury,Michelle Garcia Holmes,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-9,Bill Pascrell Jr.,Billy Prempeh,4,Expert ratings adjusted for national environment,23.86109,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-9,Bill Pascrell Jr.,Billy Prempeh,3,Fundamentals (non-polling factors),22.02118,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-9,Bill Pascrell Jr.,Billy Prempeh,2,CANTOR (analysis of comparable disticts),21.72238,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-9,Bill Pascrell Jr.,Billy Prempeh,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-8,Robert J. Menendez,Marcos Arroyo,4,Expert ratings adjusted for national environment,40.64199,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-8,Robert J. Menendez,Marcos Arroyo,3,Fundamentals (non-polling factors),40.9276,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-8,Robert J. Menendez,Marcos Arroyo,2,CANTOR (analysis of comparable disticts),36.19545,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-8,Robert J. Menendez,Marcos Arroyo,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-7,Tom Malinowski,Thomas H. Kean Jr.,4,Expert ratings adjusted for national environment,4.012324,0,0,1.230537,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-7,Tom Malinowski,Thomas H. Kean Jr.,3,Fundamentals (non-polling factors),-2.691078,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-7,Tom Malinowski,Thomas H. Kean Jr.,2,CANTOR (analysis of comparable disticts),4.173482,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-7,Tom Malinowski,Thomas H. Kean Jr.,1,Polls adjusted for house effects & other factors,-4.647266,1.028164,1.028164,1.028164,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-6,Frank Pallone Jr.,Susan M. Kiley,4,Expert ratings adjusted for national environment,23.0541,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-6,Frank Pallone Jr.,Susan M. Kiley,3,Fundamentals (non-polling factors),14.03194,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-6,Frank Pallone Jr.,Susan M. Kiley,2,CANTOR (analysis of comparable disticts),19.96283,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-6,Frank Pallone Jr.,Susan M. Kiley,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-5,Josh Gottheimer,Frank T. Pallotta,4,Expert ratings adjusted for national environment,19.92422,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-5,Josh Gottheimer,Frank T. Pallotta,3,Fundamentals (non-polling factors),12.73654,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-5,Josh Gottheimer,Frank T. Pallotta,2,CANTOR (analysis of comparable disticts),14.44913,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-5,Josh Gottheimer,Frank T. Pallotta,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-4,Matthew Jenkins,Christopher H. Smith,4,Expert ratings adjusted for national environment,-32.51479,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-4,Matthew Jenkins,Christopher H. Smith,3,Fundamentals (non-polling factors),-32.99544,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-4,Matthew Jenkins,Christopher H. Smith,2,CANTOR (analysis of comparable disticts),-29.6038,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-4,Matthew Jenkins,Christopher H. Smith,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-3,Andy Kim,Bob Healey,4,Expert ratings adjusted for national environment,20.2596,0,0,1.087101,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-3,Andy Kim,Bob Healey,3,Fundamentals (non-polling factors),5.196378,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-3,Andy Kim,Bob Healey,2,CANTOR (analysis of comparable disticts),9.049971,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-3,Andy Kim,Bob Healey,1,Polls adjusted for house effects & other factors,7.327843,.7405781,.7405781,.7405781,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-2,Tim Alexander,Jeff Van Drew,4,Expert ratings adjusted for national environment,-22.56717,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-2,Tim Alexander,Jeff Van Drew,3,Fundamentals (non-polling factors),-14.74738,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-2,Tim Alexander,Jeff Van Drew,2,CANTOR (analysis of comparable disticts),-15.73399,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-2,Tim Alexander,Jeff Van Drew,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-12,Bonnie Watson Coleman,Darius Mayfield,4,Expert ratings adjusted for national environment,30.44507,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-12,Bonnie Watson Coleman,Darius Mayfield,3,Fundamentals (non-polling factors),29.81865,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-12,Bonnie Watson Coleman,Darius Mayfield,2,CANTOR (analysis of comparable disticts),31.87358,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-12,Bonnie Watson Coleman,Darius Mayfield,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-1,Donald W. Norcross,Claire Gustafson,4,Expert ratings adjusted for national environment,22.74447,0,0,.9896703,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-1,Donald W. Norcross,Claire Gustafson,3,Fundamentals (non-polling factors),23.82028,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-1,Donald W. Norcross,Claire Gustafson,2,CANTOR (analysis of comparable disticts),14.22799,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-1,Donald W. Norcross,Claire Gustafson,1,Polls adjusted for house effects & other factors,10.52541,.5452313,.5452313,.5452313,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-11,Mikie Sherrill,Paul DeGroot,4,Expert ratings adjusted for national environment,22.91318,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-11,Mikie Sherrill,Paul DeGroot,3,Fundamentals (non-polling factors),14.7717,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-11,Mikie Sherrill,Paul DeGroot,2,CANTOR (analysis of comparable disticts),17.72268,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-11,Mikie Sherrill,Paul DeGroot,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-10,Donald M. Payne Jr.,David H. Pinckney,4,Expert ratings adjusted for national environment,56.3495,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-10,Donald M. Payne Jr.,David H. Pinckney,3,Fundamentals (non-polling factors),56.57365,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-10,Donald M. Payne Jr.,David H. Pinckney,2,CANTOR (analysis of comparable disticts),52.51611,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NJ-10,Donald M. Payne Jr.,David H. Pinckney,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NH-2,Ann McLane Kuster,Robert Burns,4,Expert ratings adjusted for national environment,14.5688,0,0,1.678041,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,NH-2,Ann McLane Kuster,Robert Burns,3,Fundamentals (non-polling factors),9.663618,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
